Keyword,title,price,raw_price,rating,Reviews,platform,position,Delivery,Link,thumbnail,Data_Source,brand,rank,visibility_score,top_10_products,price_range
microwave oven convection,HP microwave oven convection Model 770,1253.0,,3.6,1177,flipkart,,5 Days,,,CSV,HP,15,6.666666666666667,False,Mid Range
microwave oven convection,Puma microwave oven convection Model 996,42455.0,,2.7,533,croma,,2 Days,,,CSV,Puma,24,4.166666666666666,False,Luxury
power bank fast charging,Boat power bank fast charging Model 927,5855.0,,4.7,3908,croma,,2 Days,,,CSV,Boat,4,25.0,True,Premium
men running shoes,LG men running shoes Model 260,7350.0,,3.8,2107,amazon,,Free Delivery,,,CSV,LG,13,7.6923076923076925,False,Premium
power bank fast charging,Nike power bank fast charging Model 112,26131.0,,4.9,1869,reliance digital,,Free Delivery,,,CSV,Nike,2,50.0,True,Luxury
men running shoes,Samsung men running shoes Model 170,20645.0,,3.7,679,reliance digital,,Free Delivery,,,CSV,Samsung,14,7.142857142857142,False,Premium
air fryer India,Puma air fryer India Model 311,38802.0,,4.0,1316,amazon,,5 Days,,,CSV,Puma,11,9.090909090909092,False,Luxury
microwave oven convection,Dell microwave oven convection Model 924,1432.0,,4.8,2003,croma,,2 Days,,,CSV,Dell,3,33.33333333333333,True,Mid Range
office chair ergonomic,Sony office chair ergonomic Model 493,25335.0,,3.5,252,croma,,5 Days,,,CSV,Sony,16,6.25,False,Luxury
air fryer India,Dell air fryer India Model 603,18674.0,,3.8,4850,amazon,,Free Delivery,,,CSV,Dell,13,7.6923076923076925,False,Premium
microwave oven convection,LG microwave oven convection Model 741,12854.0,,4.0,1502,croma,,5 Days,,,CSV,LG,11,9.090909090909092,False,Premium
office chair ergonomic,Puma office chair ergonomic Model 946,27326.0,,4.4,3197,amazon,,5 Days,,,CSV,Puma,7,14.285714285714285,True,Luxury
office chair ergonomic,Sony office chair ergonomic Model 491,29394.0,,3.0,485,flipkart,,5 Days,,,CSV,Sony,21,4.761904761904762,False,Luxury
air fryer India,LG air fryer India Model 268,18575.0,,2.8,1910,croma,,5 Days,,,CSV,LG,23,4.3478260869565215,False,Premium
power bank fast charging,Dell power bank fast charging Model 484,26131.0,,3.0,1454,croma,,2 Days,,,CSV,Dell,21,4.761904761904762,False,Luxury
air fryer India,Dell air fryer India Model 521,28686.0,,5.0,640,flipkart,,Free Delivery,,,CSV,Dell,1,100.0,True,Luxury
air fryer India,Samsung air fryer India Model 897,32149.0,,3.9,1417,flipkart,,Free Delivery,,,CSV,Samsung,12,8.333333333333332,False,Luxury
air fryer India,Samsung air fryer India Model 509,33415.0,,3.7,418,croma,,2 Days,,,CSV,Samsung,14,7.142857142857142,False,Luxury
office chair ergonomic,Puma office chair ergonomic Model 834,26972.0,,4.4,3119,reliance digital,,Free Delivery,,,CSV,Puma,7,14.285714285714285,True,Luxury
office chair ergonomic,Sony office chair ergonomic Model 630,23925.5,,4.9,3572,reliance digital,,Free Delivery,,,CSV,Sony,2,50.0,True,Premium
air fryer India,Nike air fryer India Model 162,48988.0,,4.1,4559,flipkart,,5 Days,,,CSV,Nike,10,10.0,True,Luxury
men running shoes,Nike men running shoes Model 454,22065.0,,3.7,2249,reliance digital,,Free Delivery,,,CSV,Nike,14,7.142857142857142,False,Premium
microwave oven convection,HP microwave oven convection Model 594,2169.0,,3.8,3203,amazon,,Free Delivery,,,CSV,HP,13,7.6923076923076925,False,Mid Range
power bank fast charging,HP power bank fast charging Model 834,26131.0,,4.8,2734,reliance digital,,Free Delivery,,,CSV,HP,3,33.33333333333333,True,Luxury
men running shoes,Boat men running shoes Model 987,22065.0,,4.4,1199,amazon,,Free Delivery,,,CSV,Boat,7,14.285714285714285,True,Premium
air fryer India,Puma air fryer India Model 209,23754.5,,3.6,3271,amazon,,Free Delivery,,,CSV,Puma,15,6.666666666666667,False,Premium
men running shoes,Boat men running shoes Model 581,22065.0,,2.9,3362,amazon,,2 Days,,,CSV,Boat,22,4.545454545454546,False,Premium
power bank fast charging,HP power bank fast charging Model 605,24658.0,,4.1,2491,reliance digital,,2 Days,,,CSV,HP,10,10.0,True,Luxury
air fryer India,Boat air fryer India Model 535,33365.0,,3.6,1179,amazon,,5 Days,,,CSV,Boat,15,6.666666666666667,False,Luxury
men running shoes,Samsung men running shoes Model 931,22549.0,,2.9,2761,flipkart,,5 Days,,,CSV,Samsung,22,4.545454545454546,False,Premium
power bank fast charging,HP power bank fast charging Model 250,38959.0,,4.6,579,reliance digital,,2 Days,,,CSV,HP,5,20.0,True,Luxury
microwave oven convection,Samsung microwave oven convection Model 788,28251.0,,3.3,4604,amazon,,Free Delivery,,,CSV,Samsung,18,5.555555555555555,False,Luxury
men running shoes,Boat men running shoes Model 420,26404.0,,3.9,718,croma,,Free Delivery,,,CSV,Boat,12,8.333333333333332,False,Luxury
air fryer India,Dell air fryer India Model 323,34760.0,,4.2,2520,croma,,2 Days,,,CSV,Dell,9,11.11111111111111,True,Luxury
microwave oven convection,Samsung microwave oven convection Model 354,16888.0,,2.9,1267,reliance digital,,5 Days,,,CSV,Samsung,22,4.545454545454546,False,Premium
microwave oven convection,Philips microwave oven convection Model 565,28852.0,,3.8,4195,flipkart,,Free Delivery,,,CSV,Philips,13,7.6923076923076925,False,Luxury
power bank fast charging,Samsung power bank fast charging Model 596,26397.0,,3.3,1033,reliance digital,,Free Delivery,,,CSV,Samsung,18,5.555555555555555,False,Luxury
microwave oven convection,Nike microwave oven convection Model 845,46529.0,,4.7,1118,flipkart,,5 Days,,,CSV,Nike,4,25.0,True,Luxury
air fryer India,Puma air fryer India Model 818,4964.0,,4.1,732,flipkart,,5 Days,,,CSV,Puma,10,10.0,True,Premium
air fryer India,Nike air fryer India Model 470,33735.0,,2.7,1710,amazon,,2 Days,,,CSV,Nike,24,4.166666666666666,False,Luxury
men running shoes,LG men running shoes Model 990,22065.0,,4.0,1413,croma,,5 Days,,,CSV,LG,11,9.090909090909092,False,Premium
men running shoes,Nike men running shoes Model 785,24799.0,,3.4,246,flipkart,,5 Days,,,CSV,Nike,17,5.88235294117647,False,Luxury
office chair ergonomic,Philips office chair ergonomic Model 755,9463.0,,3.7,3340,flipkart,,Free Delivery,,,CSV,Philips,14,7.142857142857142,False,Premium
office chair ergonomic,Dell office chair ergonomic Model 884,7331.0,,4.1,2179,reliance digital,,Free Delivery,,,CSV,Dell,10,10.0,True,Premium
office chair ergonomic,Boat office chair ergonomic Model 172,28498.0,,3.7,4784,reliance digital,,Free Delivery,,,CSV,Boat,14,7.142857142857142,False,Luxury
power bank fast charging,Sony power bank fast charging Model 154,33036.0,,3.9,3288,reliance digital,,Free Delivery,,,CSV,Sony,12,8.333333333333332,False,Luxury
men running shoes,Boat men running shoes Model 762,18772.0,,3.4,347,reliance digital,,Free Delivery,,,CSV,Boat,17,5.88235294117647,False,Premium
power bank fast charging,Nike power bank fast charging Model 813,49195.0,,4.1,2711,croma,,Free Delivery,,,CSV,Nike,10,10.0,True,Luxury
microwave oven convection,LG microwave oven convection Model 306,8035.0,,4.7,4121,reliance digital,,5 Days,,,CSV,LG,4,25.0,True,Premium
power bank fast charging,Dell power bank fast charging Model 291,1087.0,,2.6,1882,croma,,5 Days,,,CSV,Dell,25,4.0,False,Mid Range
power bank fast charging,LG power bank fast charging Model 347,16861.0,,4.4,1826,croma,,2 Days,,,CSV,LG,7,14.285714285714285,True,Premium
power bank fast charging,LG power bank fast charging Model 649,26039.0,,4.1,248,flipkart,,2 Days,,,CSV,LG,10,10.0,True,Luxury
office chair ergonomic,Nike office chair ergonomic Model 210,34006.0,,4.6,2854,flipkart,,Free Delivery,,,CSV,Nike,5,20.0,True,Luxury
men running shoes,HP men running shoes Model 454,30364.0,,3.7,660,amazon,,5 Days,,,CSV,HP,14,7.142857142857142,False,Luxury
men running shoes,LG men running shoes Model 174,22065.0,,3.7,4029,amazon,,5 Days,,,CSV,LG,14,7.142857142857142,False,Premium
air fryer India,Nike air fryer India Model 543,23754.5,,3.8,4051,croma,,5 Days,,,CSV,Nike,13,7.6923076923076925,False,Premium
power bank fast charging,LG power bank fast charging Model 344,25192.0,,3.9,1871,flipkart,,Free Delivery,,,CSV,LG,12,8.333333333333332,False,Luxury
office chair ergonomic,Samsung office chair ergonomic Model 656,41403.0,,2.8,135,amazon,,Free Delivery,,,CSV,Samsung,23,4.3478260869565215,False,Luxury
power bank fast charging,LG power bank fast charging Model 620,7596.0,,2.5,3981,flipkart,,2 Days,,,CSV,LG,26,3.8461538461538463,False,Premium
microwave oven convection,Nike microwave oven convection Model 724,43854.0,,3.5,3729,croma,,5 Days,,,CSV,Nike,16,6.25,False,Luxury
men running shoes,Nike men running shoes Model 955,12436.0,,2.8,4004,amazon,,2 Days,,,CSV,Nike,23,4.3478260869565215,False,Premium
power bank fast charging,Nike power bank fast charging Model 543,19052.0,,4.2,3428,flipkart,,5 Days,,,CSV,Nike,9,11.11111111111111,True,Premium
microwave oven convection,Philips microwave oven convection Model 269,47068.0,,3.9,1802,reliance digital,,Free Delivery,,,CSV,Philips,12,8.333333333333332,False,Luxury
power bank fast charging,Dell power bank fast charging Model 653,46043.0,,4.2,1541,flipkart,,Free Delivery,,,CSV,Dell,9,11.11111111111111,True,Luxury
air fryer India,Nike air fryer India Model 396,23754.5,,2.6,,reliance digital,,5 Days,,,CSV,Nike,25,4.0,False,Premium
office chair ergonomic,Nike office chair ergonomic Model 771,29337.0,,3.6,1541,flipkart,,Free Delivery,,,CSV,Nike,15,6.666666666666667,False,Luxury
power bank fast charging,HP power bank fast charging Model 730,15938.0,,3.3,3328,amazon,,Free Delivery,,,CSV,HP,18,5.555555555555555,False,Premium
microwave oven convection,LG microwave oven convection Model 878,22546.5,,2.8,2854,amazon,,5 Days,,,CSV,LG,23,4.3478260869565215,False,Premium
air fryer India,LG air fryer India Model 168,23754.5,,2.7,2233,flipkart,,Free Delivery,,,CSV,LG,24,4.166666666666666,False,Premium
men running shoes,Philips men running shoes Model 376,22065.0,,4.4,2555,flipkart,,5 Days,,,CSV,Philips,7,14.285714285714285,True,Premium
office chair ergonomic,HP office chair ergonomic Model 674,41684.0,,3.7,3074,croma,,Free Delivery,,,CSV,HP,14,7.142857142857142,False,Luxury
air fryer India,Sony air fryer India Model 906,41305.0,,3.9,3574,reliance digital,,Free Delivery,,,CSV,Sony,12,8.333333333333332,False,Luxury
office chair ergonomic,Samsung office chair ergonomic Model 398,31075.0,,4.7,1146,amazon,,Free Delivery,,,CSV,Samsung,4,25.0,True,Luxury
men running shoes,Dell men running shoes Model 652,30140.0,,2.9,807,reliance digital,,5 Days,,,CSV,Dell,22,4.545454545454546,False,Luxury
power bank fast charging,Sony power bank fast charging Model 334,9499.0,,4.9,4207,croma,,Free Delivery,,,CSV,Sony,2,50.0,True,Premium
men running shoes,Philips men running shoes Model 277,31389.0,,4.3,4321,croma,,5 Days,,,CSV,Philips,8,12.5,True,Luxury
office chair ergonomic,Philips office chair ergonomic Model 658,4438.0,,3.7,40,amazon,,5 Days,,,CSV,Philips,14,7.142857142857142,False,Mid Range
air fryer India,Dell air fryer India Model 580,17961.0,,3.1,4995,flipkart,,2 Days,,,CSV,Dell,20,5.0,False,Premium
office chair ergonomic,Dell office chair ergonomic Model 249,9264.0,,3.3,609,reliance digital,,Free Delivery,,,CSV,Dell,18,5.555555555555555,False,Premium
microwave oven convection,LG microwave oven convection Model 223,46052.0,,4.5,2531,croma,,Free Delivery,,,CSV,LG,6,16.666666666666664,True,Luxury
air fryer India,LG air fryer India Model 237,3117.0,,3.7,748,croma,,Free Delivery,,,CSV,LG,14,7.142857142857142,False,Mid Range
air fryer India,LG air fryer India Model 520,28421.0,,4.6,2786,reliance digital,,5 Days,,,CSV,LG,5,20.0,True,Luxury
air fryer India,Dell air fryer India Model 376,48528.0,,2.6,3673,flipkart,,Free Delivery,,,CSV,Dell,25,4.0,False,Luxury
microwave oven convection,Puma microwave oven convection Model 544,48582.0,,3.1,3036,flipkart,,5 Days,,,CSV,Puma,20,5.0,False,Luxury
office chair ergonomic,HP office chair ergonomic Model 112,31474.0,,3.0,4517,croma,,Free Delivery,,,CSV,HP,21,4.761904761904762,False,Luxury
air fryer India,Nike air fryer India Model 635,23979.0,,3.8,384,amazon,,2 Days,,,CSV,Nike,13,7.6923076923076925,False,Luxury
office chair ergonomic,Philips office chair ergonomic Model 883,23925.5,,3.4,3442,amazon,,2 Days,,,CSV,Philips,17,5.88235294117647,False,Premium
office chair ergonomic,Boat office chair ergonomic Model 505,17335.0,,4.9,2038,croma,,Free Delivery,,,CSV,Boat,2,50.0,True,Premium
office chair ergonomic,Nike office chair ergonomic Model 457,6006.0,,3.4,1498,flipkart,,Free Delivery,,,CSV,Nike,17,5.88235294117647,False,Premium
air fryer India,Philips air fryer India Model 669,13652.0,,2.7,2243,amazon,,2 Days,,,CSV,Philips,24,4.166666666666666,False,Premium
men running shoes,HP men running shoes Model 974,13155.0,,3.6,2057,flipkart,,2 Days,,,CSV,HP,15,6.666666666666667,False,Premium
microwave oven convection,Sony microwave oven convection Model 861,14160.0,,5.0,1594,reliance digital,,Free Delivery,,,CSV,Sony,1,100.0,True,Premium
office chair ergonomic,Boat office chair ergonomic Model 534,49386.0,,4.1,916,croma,,Free Delivery,,,CSV,Boat,10,10.0,True,Luxury
power bank fast charging,Boat power bank fast charging Model 257,48691.0,,4.8,539,croma,,Free Delivery,,,CSV,Boat,3,33.33333333333333,True,Luxury
office chair ergonomic,Sony office chair ergonomic Model 116,39770.0,,4.2,617,reliance digital,,2 Days,,,CSV,Sony,9,11.11111111111111,True,Luxury
air fryer India,Sony air fryer India Model 725,22083.0,,2.5,3667,flipkart,,5 Days,,,CSV,Sony,26,3.8461538461538463,False,Premium
men running shoes,LG men running shoes Model 265,31009.0,,3.1,506,reliance digital,,2 Days,,,CSV,LG,20,5.0,False,Luxury
microwave oven convection,Philips microwave oven convection Model 221,14840.0,,4.3,3858,flipkart,,Free Delivery,,,CSV,Philips,8,12.5,True,Premium
men running shoes,LG men running shoes Model 272,5766.0,,3.2,973,reliance digital,,5 Days,,,CSV,LG,19,5.263157894736842,False,Premium
microwave oven convection,Puma microwave oven convection Model 738,41951.0,,4.0,1460,flipkart,,Free Delivery,,,CSV,Puma,11,9.090909090909092,False,Luxury
office chair ergonomic,HP office chair ergonomic Model 205,23925.5,,2.6,874,reliance digital,,Free Delivery,,,CSV,HP,25,4.0,False,Premium
office chair ergonomic,Samsung office chair ergonomic Model 229,20104.0,,2.7,439,amazon,,2 Days,,,CSV,Samsung,24,4.166666666666666,False,Premium
office chair ergonomic,Philips office chair ergonomic Model 798,23925.5,,3.6,1257,flipkart,,5 Days,,,CSV,Philips,15,6.666666666666667,False,Premium
power bank fast charging,Nike power bank fast charging Model 172,25092.0,,3.0,263,croma,,2 Days,,,CSV,Nike,21,4.761904761904762,False,Luxury
microwave oven convection,Boat microwave oven convection Model 156,22546.5,,4.8,4501,croma,,2 Days,,,CSV,Boat,3,33.33333333333333,True,Premium
air fryer India,Dell air fryer India Model 363,23754.5,,4.0,641,flipkart,,2 Days,,,CSV,Dell,11,9.090909090909092,False,Premium
air fryer India,Philips air fryer India Model 269,23754.5,,3.6,,flipkart,,5 Days,,,CSV,Philips,15,6.666666666666667,False,Premium
air fryer India,Dell air fryer India Model 243,23754.5,,2.6,3171,amazon,,Free Delivery,,,CSV,Dell,25,4.0,False,Premium
microwave oven convection,Boat microwave oven convection Model 458,31490.0,,3.1,1093,amazon,,5 Days,,,CSV,Boat,20,5.0,False,Luxury
power bank fast charging,Dell power bank fast charging Model 484,40635.0,,3.0,1454,croma,,2 Days,,,CSV,Dell,21,4.761904761904762,False,Luxury
office chair ergonomic,Philips office chair ergonomic Model 808,28743.0,,5.0,3347,amazon,,2 Days,,,CSV,Philips,1,100.0,True,Luxury
air fryer India,HP air fryer India Model 947,26570.0,,4.9,,croma,,2 Days,,,CSV,HP,2,50.0,True,Luxury
men running shoes,Samsung men running shoes Model 785,22065.0,,3.1,4026,reliance digital,,5 Days,,,CSV,Samsung,20,5.0,False,Premium
power bank fast charging,Philips power bank fast charging Model 136,11469.0,,3.4,2456,reliance digital,,Free Delivery,,,CSV,Philips,17,5.88235294117647,False,Premium
microwave oven convection,Sony microwave oven convection Model 852,47730.0,,4.5,3005,croma,,2 Days,,,CSV,Sony,6,16.666666666666664,True,Luxury
power bank fast charging,Boat power bank fast charging Model 295,26131.0,,3.9,,flipkart,,Free Delivery,,,CSV,Boat,12,8.333333333333332,False,Luxury
air fryer India,Nike air fryer India Model 162,23754.5,,4.1,4559,flipkart,,5 Days,,,CSV,Nike,10,10.0,True,Premium
men running shoes,HP men running shoes Model 129,22065.0,,4.5,3287,flipkart,,5 Days,,,CSV,HP,6,16.666666666666664,True,Premium
office chair ergonomic,HP office chair ergonomic Model 603,23925.5,,3.7,3241,croma,,2 Days,,,CSV,HP,14,7.142857142857142,False,Premium
power bank fast charging,Boat power bank fast charging Model 237,26131.0,,4.1,4794,reliance digital,,Free Delivery,,,CSV,Boat,10,10.0,True,Luxury
office chair ergonomic,Sony office chair ergonomic Model 116,23925.5,,4.2,617,reliance digital,,2 Days,,,CSV,Sony,9,11.11111111111111,True,Premium
air fryer India,Philips air fryer India Model 213,23754.5,,4.4,2655,amazon,,2 Days,,,CSV,Philips,7,14.285714285714285,True,Premium
office chair ergonomic,Samsung office chair ergonomic Model 472,9857.0,,3.7,3938,amazon,,2 Days,,,CSV,Samsung,14,7.142857142857142,False,Premium
power bank fast charging,Sony power bank fast charging Model 327,26131.0,,4.6,251,croma,,5 Days,,,CSV,Sony,5,20.0,True,Luxury
office chair ergonomic,Philips office chair ergonomic Model 733,2022.0,,3.7,4021,flipkart,,2 Days,,,CSV,Philips,14,7.142857142857142,False,Mid Range
men running shoes,Sony men running shoes Model 584,22065.0,,4.1,,croma,,5 Days,,,CSV,Sony,10,10.0,True,Premium
office chair ergonomic,Puma office chair ergonomic Model 306,23833.0,,2.6,293,flipkart,,5 Days,,,CSV,Puma,25,4.0,False,Premium
microwave oven convection,Dell microwave oven convection Model 367,22546.5,,3.6,434,amazon,,Free Delivery,,,CSV,Dell,15,6.666666666666667,False,Premium
microwave oven convection,Puma microwave oven convection Model 195,22546.5,,4.4,629,amazon,,5 Days,,,CSV,Puma,7,14.285714285714285,True,Premium
office chair ergonomic,Philips office chair ergonomic Model 414,12081.0,,3.2,,amazon,,Free Delivery,,,CSV,Philips,19,5.263157894736842,False,Premium
power bank fast charging,Philips power bank fast charging Model 642,26131.0,,4.6,2579,reliance digital,,2 Days,,,CSV,Philips,5,20.0,True,Luxury
men running shoes,Nike men running shoes Model 359,22065.0,,3.9,4643,amazon,,Free Delivery,,,CSV,Nike,12,8.333333333333332,False,Premium
office chair ergonomic,Philips office chair ergonomic Model 666,23925.5,,5.0,1871,reliance digital,,2 Days,,,CSV,Philips,1,100.0,True,Premium
office chair ergonomic,LG office chair ergonomic Model 829,48662.0,,4.2,,amazon,,2 Days,,,CSV,LG,9,11.11111111111111,True,Luxury
air fryer India,LG air fryer India Model 363,10393.0,,3.5,,croma,,2 Days,,,CSV,LG,16,6.25,False,Premium
microwave oven convection,Philips microwave oven convection Model 322,22546.5,,4.2,3643,croma,,Free Delivery,,,CSV,Philips,9,11.11111111111111,True,Premium
laptop,HP OmniBook 3 14 Laptop Copilot PC Snapdragon X,499.99,499.99,4.7,24,best buy,1,Free delivery by Tue,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRpY-CeedxCvQnOVk9O0i2OtEilgJ6XSmThOWk4hMZjgpUlGdS9ELQFw3hVy9CuevqZKJ6aRPqg2nmOpXZ-FSRvtY1jaSnMxDKlF1Y2RRqvQcWBjJ4XjJjT,API,HP,4,25.0,True,Mid Range
laptop,Apple MacBook Neo 13 A18 Pro chip,699.99,699.99,4.8,5400,target,2,Free delivery by Sat,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSVYvNSM4O7rKvLh2GAGOAFkrepbLz5e7TVcC-Km7PPfGPxpTJk3YNaCPsGpOfTho1UNW02OMpTB0-BB74iYxulD40wy-0CNFBljbwE14cvX8qYLj7_M7hxuA,API,Apple,3,33.33333333333333,True,Mid Range
laptop,Alienware 15 DA15265 153 Gaming Laptop Computer,899.0,899.0,4.6,138,walmart,3,Free delivery by Tue,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSkCNKgXaA_v1ochVIZehYfQuSMv14TP3o6Z1_GZZjiFA3ZZ4J0VHI33VTeOqOw2alrjYEXPu3oe9fODfF4oyOh97EjZZ11jf2vyyDEkvY30r8XpVfp0poQ,API,Alienware,5,20.0,True,Mid Range
laptop,Lenovo IdeaPad Slim 3 Chromebook 14 2K Touchscreen Laptop,256.99,256.99,4.5,64,best buy,4,Unknown,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQ5HZzLp6G0xu3qdhYjFggxDuFIWJXAmGEqQnG4Hb38n4-lngcDk4gxn4UP6qgSLUY3Hi1-pwxRhQpD6eqX5rZIJorops8kMyGvJL6K9ASqMqMheLd9Da0r0A,API,Lenovo,6,16.666666666666664,True,Budget
laptop,Acer Aspire Lite 15 AL1532P Intel Nseries N150 up to 36 GHz Win 11 Home in S mode Intel Graphics 4 GB RAM 128 GB SSD 156 IPS,229.99,229.99,4.6,9,staples,5,Free delivery by Wed,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQncnUFciWjKUKs4pB8KmdFu1TbpOxp5t-qzq3WjhqgI4lKnnJU34E2B-8IFZyu89smC_tfccBtD5QYON774mUIhXBijzjn1h2POpOl7XvbQst0E8yFqDPR,API,Acer,5,20.0,True,Budget
laptop,Microsoft Surface Laptop Copilot PC 138 Snapdragon X,1399.99,1399.99,4.5,528,microsoft store,6,Free delivery by Thu,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSq8TR-T5tV1CBQVZ5h31tM1D7OIaCET-iw4RgSn4jj5uLjMSrB-iVfkVedtQz5gGqUZh8VLmWmwxOphcPP45En2SKE8mRK5Nk9JUlTiNeWQ3iPvyYx14w6KA,API,Microsoft,6,16.666666666666664,True,Mid Range
laptop,Lenovo IdeaPad Slim 3i 156 Full HD Laptop,374.99,374.99,4.5,219,best buy,7,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQDmr1dd0hi8TB43GNXb4yXsidpri5tA5wDO6UK_3dRc81Htnhja1UDlULgHt88f8jTZ-3UkzKh9DDWwxdp_Bv415_1oF4zmAvvVTl-sGtr_48gLktJ3lUrhg,API,Lenovo,6,16.666666666666664,True,Mid Range
laptop,16 inch Laptop ComputerIntel Core i516GB RAM 512gb SSDWindows 11 Pro Notebook Pcms Office 2024100 sRGB Color Gamut FHD DisplayDual Band WiFi,399.99,399.99,3.6,82,walmart - tpv tech,8,Free delivery by Wed,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcS6vavhF-kK08jSrNprR4O6wIHcu3dYXUXoESGd2N864kBcysjMsZ4ZlRzcktoYEr6dcQRAWjy21X7UEZ_smLMKhZHgTKk9lAONPr4Ne0mc,API,16,15,6.666666666666667,False,Mid Range
laptop,Dell 156 Touchscreen Laptop Intel Core i5 Processor,539.99,539.99,4.5,221,lowe's,9,Free delivery by Thu,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQBhYafPYSVGsK2X_N8mRZ5L7LEG9EDic1WzqeAWKGtZ8gPO_fm8qZyNa-O7Wfc1YXD6ZzugZ89vMEvl3ynjQU4_48UogoUDD8pFEIN5edqAT_xakCnl0A7vQ,API,Dell,6,16.666666666666664,True,Mid Range
laptop,HP 14 HD Laptop Intel Processor N150 4GB RAM,249.99,249.99,4.3,22,best buy,10,Free delivery,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQ10ztHKtnKgf0JqAi6wPSEOC8aZG7pm61ymbgY8mq1S-TkxYuGRNu_dLL4l67FkmE-bwnL2humKHCuNK1zm_ngyuCMmscd9FXs3bd9bvsi7QMUsWwIQhQP,API,HP,8,12.5,True,Budget
laptop,ASUS ROG Strix G18 18 144Hz Gaming Laptop NVIDIA GeForce RTX 5060,1399.99,1399.99,4.5,,staples,11,Free delivery by Wed,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRLn8vJgROf_vSAEK_j9jgMRR-eRyb9kDni5votVUJ8ID9fd8cK8qeD8BY9OlJmXSkTxRqocAAWDplEoC83aoQhHB4LK3q_Nw2LTR5bKNKRcXa8BenYsafW-g,API,ASUS,6,16.666666666666664,True,Mid Range
laptop,Microsoft 13 Surface Laptop Copilot PC,1239.99,1239.99,4.7,605,nfm,12,Unknown,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQzu0gdR2NSmwEtCQcG_B3nq8YoGN9et5iWWZ1OR1seyXPhSK-pBs6uC5ydZr6NwQgYjYQTR_Z8ObZSOMgYWuOSDnmPF1240zzkoYipWcfdAm0G1TOQCv4S,API,Microsoft,4,25.0,True,Mid Range
laptop,Acer Chromebook 315 156 FHD Laptop with Google AI MediaTek Kompanio 540 4GB Memory 128GB Storage WiFi 6E,379.0,379.0,4.6,60,best buy,13,Free delivery by Tue,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTMTVI1-uuqmFXpErMu96ngxLcI_vFPw0YjXdwKjw1CutO-zzrOqaQ2WNRmA41ntsuK2oYDxVtZvLxidz0YeobJ738jmZGGKYEx5C7pXKo,API,Acer,5,20.0,True,Mid Range
laptop,HP Stream 14 Laptop Intel Celeron N4120 4GB RAM 64GB eMMC,229.99,229.99,3.6,2100,walmart,14,Free delivery,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRNAbrNqjr0ItSeUyup5AoCchc-etUXGcz7-cx8WX9U3H1vh0Ryu82tWofQaP0hh06D28adNf-8PqiTYt4SgpnpPugaR2FWa8anHvjRV7jG6ZGrL_aOXHKa,API,HP,15,6.666666666666667,False,Budget
laptop,Apple MacBook Air M1 7core GPU,250.0,250.0,4.7,29000,event link,15,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSyJVDkSvvn91IkArsNELNLL8HSKf-jLqD7aa7muIW7UB-0NWafT6UW4PC6QCyVQsB7uewTDuxeYboW7oc24y4zz2BUahVwVA,API,Apple,4,25.0,True,Budget
laptop,Lenovo Yoga 7 16ILL10 Copilot PC 2in1 Laptop Computer,799.99,799.99,4.7,693,best buy,16,Free delivery by Tue,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTTm4SvXc-cK1dN6IiRHN3Z0IbXvJfDCeSer1mf5I6Rcx-JMyXEDuOW8PWECnxGCSamp7RWKWUKxf_mIKrC-ANMtfoCbE_EwLmbfvSDH5kEpWiijBofobJHiQ,API,Lenovo,4,25.0,True,Mid Range
laptop,Microsoft Surface Laptop 138 2K Touchscreen Snapdragon X2 Elite 2026,1399.99,1399.99,4.8,39,microsoft store,17,Free delivery by Thu,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQFsRVJYtcTfL35bn3CqpWsIKrPVZi4hrgudZJr9B35hkS4jTo4YsPC0CC9k1hIT3i2KEUqoRFPeGZQYP0UwbdoVWA02Ckg0grJrhyif8kZ_-3grWL_Qv2H,API,Microsoft,3,33.33333333333333,True,Mid Range
